LED_Index,LED_Address,Latitude,Longitude
0,C001,52.669093,27.533898
1,C002,52.81717375,29.45673925
2,C003,52.85365133333333,29.532212
3,C004,52.8563685,29.333191749999997
4,C005,52.8724775,28.7662455
5,C006,52.88852766666667,29.402018666666667
6,C007,52.920847,29.062225333333334
7,C008,52.921136625,28.844395125
8,C009,52.953737000000004,28.975732999999998
9,C010,53.002489999999995,29.2460325
10,C011,53.0126815,28.887211999999998
11,C012,53.023050999999995,29.119999
12,C013,53.02502666666667,28.211308
13,C014,53.03886583333333,28.105205
14,C015,53.07388,28.540049
15,C016,53.10004,29.311593
16,C017,53.111306142857146,28.243903714285715
17,C018,53.128787,28.59741825
18,C019,53.130795285714285,28.45528457142857
19,C020,53.131703,28.377495333333332
20,C021,53.16781475,28.4043225
21,C022,53.232686,28.5280505
22,C023,53.291904,28.385053
23,C024,53.3439235,30.337998499999998
24,C025,53.364205,29.236150000000002
25,C026,53.365035,30.019894999999998
26,C027,53.3774145,29.3185365
27,C028,53.420954,29.916843
28,C029,53.43003131818182,30.088414863636366
29,C030,53.436114,28.369124
30,C031,53.451459,28.5144925
31,C032,53.4524995,30.15657525
32,C033,53.501555375,29.983684125
33,C034,53.512798,30.098409
34,C035,53.6732656,29.4052286
35,C036,53.694720333333336,29.499749666666666
36,C037,53.874693406991284,27.707014000000026
37,C038,56.83693300000003,24.47902099999999
38,C039,56.89515663636364,24.95889863636364
39,C040,56.992893537745566,23.912583159255423
40,C041,57.25571799999999,24.882399000000003
41,C042,57.607296,26.764896
42,C043,58.10596800000002,27.450722
43,C044,58.14714549526809,24.942312651419545
44,C045,58.38494499999999,24.52285059473685
45,C046,58.536499,25.473923
46,C047,58.598076,23.702015
47,C048,58.598854631578945,27.131586443609024
48,C049,58.664602139534885,23.528346999999997
49,C050,58.76510401237113,25.368445999999995
50,C051,58.85110500000001,22.735249000000014
51,C052,58.853409000000006,23.535937999999977
52,C053,59.00309107975459,25.073567779141104
53,C054,59.35316799999999,27.42989000000001
54,C055,59.41300903243247,24.687191317567542
55,C056,59.94961570523257,30.712486094186
56,C057,59.95058913043477,30.707959310789008
57,C058,59.9630932,22.4176856
58,C059,60.02634769260702,22.77768858171205
59,C060,60.212450000000004,24.823314166666666
60,C061,60.22937400000001,25.030082438297875
61,C062,60.25746499999998,23.745398160436125
62,C063,60.277977,24.87448630793651
63,C064,60.290338,26.099419
64,C065,60.291008,22.22174500000001
65,C066,60.413086,25.100825999999998
66,C067,60.41994837263626,25.09960606117909
67,C068,60.454412393767704,24.475051767705388
68,C069,60.46741635014006,25.125674444444453
69,C070,60.910419,27.420557015533987
70,C071,60.938443,26.584817
71,C072,61.014416,24.514796600985225
72,C073,61.0471,27.970097000000028
73,C074,61.39073791304348,24.826844072463768
74,C075,61.49527357931034,21.613162758620696
75,C076,61.51188193877551,23.79298269387755
76,C077,61.645409,24.70361852922077
77,C078,61.77759051612903,34.37457474193549
78,C079,62.20533799999999,25.77886137254902
79,C080,62.608242,29.7816716
80,C081,62.690989999999964,22.74348099999996
81,C082,62.70527999999999,21.65956183792045
82,C083,63.08093999999998,21.701723000000047
83,C084,63.118695,34.514793
84,C085,63.127338461538464,21.675686705128207
85,C086,63.201068490384614,27.59564303525641
86,C087,63.305697999999964,21.091006774627896
87,C088,63.550511666666665,23.711957333333334
88,C089,63.6891385,31.9225085
89,C090,63.6971005,32.076150999999996
90,C091,63.73896800000001,34.25539399999999
91,C092,63.78146,19.63241
92,C093,63.788945,32.183204
93,C094,63.817002333333335,20.289760666666666
94,C095,64.173058,25.540916
95,C096,64.419533,27.801241
96,C097,64.728504,30.360558
97,C098,64.75341,20.874413
98,C099,64.76091575,34.40319825
99,C100,64.850994,34.262008
100,C101,64.884628,25.862221
101,C102,64.9608365,34.157982000000004
102,C103,65.10284069569205,25.40426200458295
103,C104,65.129971,33.968904
104,C105,65.1768385,34.0783835
105,C106,65.31186700000009,25.398798236578717
106,C107,65.337634,31.521013
107,C108,65.428782,33.513292
108,C109,65.491087,33.418484
109,C110,65.5443346,33.2088482
110,C111,65.5669345,33.3039565
111,C112,65.6056835,33.1057005
112,C113,65.73880299999999,33.173662500000006
113,C114,65.84561659875261,23.17053800000002
114,C115,66.108694,32.238776
115,C116,66.605957,19.836046
116,C117,66.6984026964706,34.337473578823484
117,C118,66.78162400000002,23.983484323809538
118,C119,66.87410700000001,32.383255000000005
119,C120,66.95824400000006,30.376136538759674
120,C121,67.210258,23.377206833333332
121,C122,67.56417100000002,33.434715000000025
122,C123,67.57180799999999,33.394520000000014
123,C124,67.867279,20.20973543835615
124,C125,67.97613499999999,35.07788550704227
125,C126,68.61603882352941,27.390975823529413
126,C127,68.83360166666665,33.077935866666664
127,C128,69.411575,30.23099708510638
