LED_Index,LED_Address,Latitude,Longitude
0,F001,45.788353,18.353442599999997
1,F002,46.13231578458047,19.646767000000004
2,F003,46.210495000000016,20.105427
3,F004,46.47677999999999,18.68539791780822
4,F005,46.48830400000001,17.921971999999997
5,F006,46.635138999999995,20.26152
6,F007,46.86736299999997,21.53066300000004
7,F008,47.026798,21.162209945945946
8,F009,47.031231000000005,19.562119
9,F010,47.098293,17.575331
10,F011,47.09872986666667,17.900198812121214
11,F012,47.127997330578495,18.4965477107438
12,F013,47.165192000000005,21.617625999999998
13,F014,47.401551316666676,17.359409475000007
14,F015,47.405895,18.991868333333333
15,F016,47.41609812032524,23.181754983739815
16,F017,47.4634612237288,17.964902999999993
17,F018,47.57654200000002,19.729155000000002
18,F019,47.666424000000006,19.65061414035088
19,F020,47.688831,18.87289973880597
20,F021,47.695483999999986,18.666342
21,F022,47.814816,18.043011
22,F023,47.829475875,21.267431875
23,F024,47.89466500000002,17.417054999999984
24,F025,47.92684793548387,21.60149670967742
25,F026,47.93663000000004,18.921783
26,F027,47.943485,22.298097999999992
27,F028,47.9614593125,24.857930625
28,F029,48.01124599999999,19.81793516393443
29,F030,48.01563599999999,21.833994393700795
30,F031,48.03368800000002,17.38415527758008
31,F032,48.03498047222222,25.319336453703702
32,F033,48.080448000000004,19.303051872340426
33,F034,48.08443099999993,17.272098999999976
34,F035,48.12263099999998,20.524439000000005
35,F036,48.15061755266957,17.067782408369368
36,F037,48.172306000000006,17.100032999999993
37,F038,48.1838,17.132423310469303
38,F039,48.276014411764706,25.08861273529412
39,F040,48.29838199999999,17.222576
40,F041,48.33894299999999,19.733004000000005
41,F042,48.457132666666666,19.27071533333333
42,F043,48.520131977272726,24.576223477272727
43,F044,48.53825766666667,18.626138
44,F045,48.53842199999999,21.457626
45,F046,48.62118992,24.37477048
46,F047,48.647172499999996,24.103157250000002
47,F048,48.65707313043478,19.819942260869563
48,F049,48.68537857142857,18.273158714285714
49,F050,48.702802500000004,20.240027388888887
50,F051,48.745246421052634,20.38334252631579
51,F052,48.76376300000003,19.140259
52,F053,48.779338125,19.38531525
53,F054,48.80321019674043,19.637725458672865
54,F055,48.8619926,22.8389616
55,F056,49.033634,21.24731400000001
56,F057,49.048653,19.507672743589744
57,F058,49.071684918459766,20.276812591732735
58,F059,49.14558261764706,20.24236973529412
59,F060,49.219306999999986,18.566502000000007
60,F061,49.421657999999994,17.24758875147929
61,F062,49.440799999999996,24.943612999999974
62,F063,49.520756000000006,17.57913999999999
63,F064,49.584078,22.613102
64,F065,49.747456210526316,17.02753463157895
65,F066,49.84009184117647,23.96910025294117
66,F067,49.914768,19.436659
67,F068,49.949123,22.028479
68,F069,49.99734957512714,18.965715832639855
69,F070,50.007248,22.018524000000003
70,F071,50.01029307343413,16.244717769978386
71,F072,50.029282,18.43972894117647
72,F073,50.041176,18.573695999999988
73,F074,50.0672,19.914696373333335
74,F075,50.069134000000005,21.972260999999957
75,F076,50.08144649438202,18.604509000000004
76,F077,50.087528,19.846488568281938
77,F078,50.237633,18.606391999999985
78,F079,50.25106311111111,23.278242916666667
79,F080,50.2528183,23.4109103
80,F081,50.259108478873245,19.176044070422535
81,F082,50.294567,21.43790632897602
82,F083,50.313638978723404,18.770434872340424
83,F084,50.47380508450704,16.114832450704228
84,F085,50.52896737142857,16.225516714285714
85,F086,50.62500000000001,18.840296000000002
86,F087,50.68854656,24.002469440000002
87,F088,50.7378016,25.320570866666667
88,F089,50.76022084615384,17.930580923076924
89,F090,50.790257000000004,17.072465623465188
90,F091,50.845409000000004,19.131775194357367
91,F092,50.885470866666665,24.074501866666665
92,F093,50.95852511363636,24.232866386363632
93,F094,51.013924,18.636292
94,F095,51.0179604375,24.37104975
95,F096,51.07750194444444,24.450007138888886
96,F097,51.14931100000002,23.32678399999994
97,F098,51.271966893089974,16.735106247718367
98,F099,51.4450175,24.7473788
99,F100,51.50378475,25.079221750000002
100,F101,51.674846,16.452371
101,F102,51.72981166666666,25.27210983333333
102,F103,51.781383776595746,19.38929309574468
103,F104,51.87443499999997,18.92770999999999
104,F105,51.934493999999994,19.687842999999997
105,F106,52.042863999999994,16.642733
106,F107,52.04305600000005,20.58488700000002
107,F108,52.08152107142857,26.264101142857143
108,F109,52.13144528648648,21.073982717117126
109,F110,52.155789,27.105298285714284
110,F111,52.170286875,25.7112825
111,F112,52.185965783681176,17.054361190702128
112,F113,52.22470499999999,16.77955380000001
113,F114,52.24772599999997,21.090704000000013
114,F115,52.37938390726811,16.821528449248103
115,F116,52.403625684210525,26.83728705263158
116,F117,52.46409568007849,16.942666999999982
117,F118,52.482376,27.377975
118,F119,52.527495999999964,21.68592600000006
119,F120,52.70326200000001,23.84614600000002
120,F121,52.867621999999926,15.536203938112784
121,F122,52.94857637037037,16.86764174074074
122,F123,53.047263999999956,18.718704
123,F124,53.13450867647059,17.001888264705883
124,F125,53.772408950456196,20.09934390482401
125,F126,53.778117,16.138038
126,F127,53.905998857142855,16.741420285714288
127,F128,54.36431899999994,18.596570999999987
