Node,Latitude,Longitude
A,33.40605300383646,-95.24627872012996
B,45.32114299879912,14.907892332091798
C,-27.48531932770441,144.91007992749795
D,31.029121783240416,-77.36805001952777
E,31.51976579258383,133.10665091542933
